coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Excitatory,Inhibitory
8x8,0.360786525,0.516421733,17.6013678,60.86425115,1.443149259,24.840779473,17.145149623,42.555989925,0.894520365,0.9209496180000001,35.31389562,6.368733334,1.601177567,3.12406663,14.039584943,38.499017140999996,62.615835897,2.5197340849999996,7.960891996000001,2.142036344,7.972717432,2.290615679,1.437371351,0.560163093,11.760235131,10.962343291,2.085446347,36.486371811,7.023884569,1.120313117,2.0148334820000002,3.6193910959999998,59.234846991000005,14.186785494999999,1.63673485,0.0,1.4282602549999999,25.226203310000002,2.995825601,0.560163093,2.301543606,1.076584826,42.732204446,1.569024614,0.894520365,0.53373384,10.566457892,42.369863214,28.511330344,52.900333615,10.36385576,2.1286143060000002,1.525283254,11.669839869999999,1.903381886,2.648938949,4.493632163,98.740474473,0.0,2.16134066,18.023805888,30.696243193,33.323549931,67.02105477399999,13.937850375,4.221044055,1.7304525860000002,1.59880181,2.109398841,0.53373384,2.645596371,6.895579711,6.373612886,1.6121925730000002,61.235053371999996,0.0,0.0,7.000018953,34.485997108,14.831211708999998,0.890601508,2.724917403,7.813181707,2.671808307,1.410942098,0.516421733,21.505805557000002,38.094856047,3.047658514,10.877024306,3.009708131,68.140200805,1.7717466380000002,93.31600168399999,24.736606944,1.050155573,19.331278885,2.0763352509999997,6.427681783000001,3.563115038,32.251728338,1.569024614,3.360786874,0.560163093,5.746538768,1.972981585,1.481099642,19.218489065,4.502402083,50.819094514,0.360786525,1.525283254,3.969036666,0.721591065,99.04770803,2.240634118,0.560163093,1.076584826,1.437371351,10.158141081,9.321198211,4.436491183999999,2.1286143060000002,4.058372075,2.8674846069999997,66.86335775399999,1.06747373,9.418537023,7.945991492999999,13.614108101,19.544984065999998,0.360786525,2.290615679,8.005959716,12.646452345,0.039313589,0.142271119,0.07530554,0.08903609800000001,0.097743055,0.0,0.140515904,0.074578928,0.014445687,0.0,0.452561558,0.298613759,0.0,0.0,0.155932966,0.16644698500000002,2.042852953,0.762383213,0.046928878,0.026538507,4,4
9x9,0.360786525,0.516421733,12.557151467999999,71.968766044,2.074021723,21.436298031,17.145149623,38.648457957999995,2.156298493,0.9209496180000001,39.730161807,4.351075462,2.232050031,2.115205109,14.039584943,41.022563582,60.979002756,3.1506065489999995,8.59176446,2.142036344,10.118272081,1.9126266219999999,2.0682438149999998,0.560163093,13.90578978,22.824584988999998,1.7074572899999998,35.858421666,5.006226697000001,1.751185581,2.0148334820000002,3.6193910959999998,65.799329693,13.808796437999998,1.63673485,0.0,2.059132719,20.43488211,1.98696408,1.191035557,2.301543606,1.7074572899999998,41.97632470199999,0.560163093,0.894520365,0.53373384,8.423781369,38.462331247,29.773108472,78.52258197500001,10.36385576,2.1286143060000002,0.516421733,17.479056222999997,1.5253928289999998,2.648938949,11.940028961,102.782721563,0.0,2.792213124,19.160564186,32.463894468999996,35.216227314,77.998928893,15.705501651,4.221044055,0.721591065,2.229674274,2.740271305,0.53373384,1.63673485,7.779395573,7.0044853499999995,2.243065037,56.443732172,0.0,0.0,12.047158628999998,34.108008051,10.54583764,0.890601508,3.355789867,15.383757501999998,3.933586435,1.410942098,0.516421733,22.136678021,38.347772653999996,3.047658514,11.50789677,5.533254572000001,65.370471667,1.7717466380000002,100.130754269,24.233632092999997,2.311933701,20.845963805,1.698346194,8.951228224000001,4.193987502,33.513506466,3.083709534,3.991659338,0.560163093,6.377411232,1.972981585,1.481099642,17.200831193,7.656818253000001,55.741244632999994,2.253463908,2.409099116,3.969036666,0.721591065,86.693444098,2.240634118,0.560163093,1.076584826,1.437371351,10.916928937,8.062291027,5.067363647999999,2.75948677,4.058372075,2.8674846069999997,73.300891132,1.06747373,9.418537023,7.945991492999999,13.614108101,22.068530507,0.360786525,1.281754158,8.005959716,12.646452345,0.039313589,0.119723099,0.072921369,0.11173001699999999,0.097743055,0.0,0.140515904,0.074578928,0.0,0.0,0.442321465,0.298613759,0.06345961,0.0,0.228723666,0.149637708,2.039314628,0.762383213,0.040327084,0.026605331,4,4
10x10,0.360786525,0.516421733,10.129093659,76.883393494,2.9532952669999997,9.083292502,22.420962702999997,39.363216412,1.622564653,0.9209496180000001,36.363393801,9.885940412,0.630872464,4.003340174,13.505851103,35.206182142,67.531181371,4.029880093,5.070656562000001,3.021309888,9.337725728,3.800761687,2.947517359,0.560163093,14.726451115,33.976564408,3.595592355,36.468366141000004,8.782492624,1.751185581,2.3603731860000003,3.0856572559999997,58.030185043,8.224657361999999,1.63673485,0.0,2.750267044,22.218110248000002,2.995825601,1.191035557,2.64708331,2.586730834,25.486933026,2.448298158,2.1193945800000002,0.0,7.179419321999999,24.635532628,21.824711101000002,80.370741385,19.156726001,2.1286143060000002,2.404556798,52.80504446,2.879794054,2.994478653,22.750557074,81.100795452,0.0,2.070309101,21.523761762,31.090954695,20.226384844000002,47.671979218000004,12.44344357,6.858937715000001,1.7304525860000002,2.229674274,2.740271305,0.879273544,2.645596371,9.133796798,2.949643612,2.243065037,20.452089559999997,0.0,0.879273544,21.186756331999998,29.303419779000002,17.360848865999998,0.890601508,4.2350634110000005,14.128085510999998,5.69219449,1.7564818020000001,0.516421733,22.827812346,24.685780735999998,2.513924674,15.904369664,5.878794276000001,66.149084689,1.2380127980000002,87.119530139,24.057824871999998,2.657473405,20.971582267000002,1.639733985,9.296767928,0.991658989,22.07161123,5.85117911,9.267472418,0.560163093,5.655507209,1.972981585,1.481099642,14.818046656,7.123084413000001,49.461969184,2.253463908,5.176568692,2.901562936,2.48019912,68.505332703,2.240634118,0.560163093,1.076584826,1.437371351,13.912662470999999,11.850835368,2.39868223,2.75948677,11.596758083,2.3337507669999997,62.211304788999996,0.0,9.418537023,2.478075354,9.371108240999998,20.279122633,0.360786525,5.807822757,0.0,1.972981585,0.039313589,0.08421331900000001,0.04797547,0.14456764900000002,0.095162217,0.0,0.118777306,0.021775469,0.014445687,0.0,0.539956071,0.0,0.757329312,0.0,0.333166374,0.16644698500000002,2.116649305,0.757718844,0.023246726000000002,0.094773553,4,4
11x11,0.360786525,0.516421733,17.6013678,76.883393494,2.9532952669999997,27.230259992,22.420962702999997,40.430690141999996,2.156298493,0.9209496180000001,33.990637577,7.898976332,2.232050031,4.003340174,14.039584943,35.739915982,69.666126906,4.029880093,5.070656562000001,3.021309888,12.006407145999999,3.800761687,2.947517359,0.560163093,15.793924845,34.510298248,3.595592355,31.189170672999996,6.795528544,1.751185581,2.8941070260000004,3.6193910959999998,60.608807607,15.696931502999998,1.63673485,0.0,3.8177407740000002,22.514047646999998,1.008861521,1.191035557,3.18081715,2.586730834,28.155614444,2.448298158,2.6531284200000003,0.53373384,7.179419321999999,35.845092248,18.532418705,92.64774275500001,19.156726001,2.1286143060000002,2.404556798,50.81808038,3.413527894,3.528212493,22.750557074,84.836886033,0.0,3.671486668,22.057495602,33.373861805000004,18.921132471,44.231779267,12.44344357,6.858937715000001,1.7304525860000002,2.229674274,2.740271305,1.4130073840000001,2.645596371,9.667530638,3.483377452,2.243065037,51.93837082,0.0,0.879273544,19.733526091999998,17.916038379,19.495794400999998,0.890601508,4.2350634110000005,14.276066965999998,5.69219449,2.290215642,0.516421733,23.895286076,30.55678155,3.047658514,15.904369664,6.412528116000001,66.297066144,1.7717466380000002,84.508890995,27.260153385,3.191207245,16.997648476000002,2.707207715,9.830501768,4.193987502,22.07161123,5.85117911,9.267472418,0.560163093,7.256684776,1.972981585,1.481099642,2.896931416,7.656818253000001,51.596914719,2.253463908,5.176568692,3.969036666,2.48019912,60.557455817000005,2.240634118,0.560163093,1.076584826,1.437371351,14.594379809,13.985780903,5.067363648000001,2.75948677,13.731703618,2.8674846069999997,62.893022126999995,1.06747373,9.418537023,3.545549084,10.972285807999999,18.973870259999998,0.360786525,5.807822757,8.005959716,12.646452345,0.002912167,0.10458242300000001,0.041185390999999995,0.158153246,0.095162217,0.0,0.118777306,0.021775469,0.014445687,0.0,0.532577983,0.0,0.757329312,0.0,0.333166374,0.16644698500000002,2.0860197830000002,0.747795263,0.0276821,0.094773553,4,4
12x12,0.360786525,0.516421733,15.820117981000001,67.977355257,2.9532952669999997,25.449010173,22.420962702999997,36.86822037099999,2.156298493,0.9209496180000001,29.058533130999997,9.885940412,2.232050031,4.003340174,14.039584943,34.849314473999996,66.10365713499999,4.029880093,5.070656562000001,1.240060069,10.225157327,3.800761687,2.947517359,0.560163093,15.793924845,33.619696739999995,3.595592355,32.0121106,7.001242805,1.751185581,2.8941070260000004,3.6193910959999998,61.22611993300001,15.696931502999998,1.63673485,0.0,3.8177407740000002,26.487981438,2.995825601,1.191035557,2.290215642,2.586730834,24.593144672999998,2.448298158,2.6531284200000003,0.53373384,6.288817814,34.063842429,19.149731031,92.64774275500001,19.156726001,1.2380127980000002,2.404556798,51.914442952,3.413527894,3.528212493,22.750557074,61.682277693,0.0,3.671486668,12.260572705000001,34.470224377,19.332596490999997,45.533904751,9.771635263,4.1871294080000006,1.7304525860000002,2.229674274,2.740271305,1.4130073840000001,2.645596371,6.9957223310000005,3.483377452,1.352463529,50.15712100099999,0.0,0.879273544,21.720490171999998,29.837153619,16.823986094,0.0,4.2350634110000005,14.481781226999999,3.0203861830000003,2.290215642,0.516421733,23.895286076,28.775531731,3.047658514,9.670011605,6.412528116000001,54.925830174,1.7717466380000002,82.65984498399999,26.369551877,3.191207245,17.409112496000002,2.707207715,8.049251949,4.193987502,22.07161123,5.85117911,8.37687091,0.560163093,5.475434957,1.082380077,1.481099642,14.818046656,7.656818253000001,44.47197776,2.253463908,5.176568692,2.187786847,2.48019912,60.489828919000004,2.240634118,0.560163093,1.076584826,1.437371351,16.581343889,12.204531084000001,4.176762139999999,1.868885262,12.84110211,1.976883099,54.193068127,1.06747373,9.418537023,3.545549084,9.191035989,19.38533428,0.360786525,5.807822757,8.005959716,11.755850837,0.039313589,0.091769813,0.06383439,0.135705617,0.095162217,0.0,0.118777306,0.021775469,0.014445687,0.0,0.441043858,0.0,0.757329312,0.0,0.284756747,0.16644698500000002,2.106354003,0.762383213,0.044327032,0.086493443,4,4
13x13,0.360786525,0.516421733,17.6013678,61.743524694,2.322422803,26.599387528,22.420962702999997,37.276273972,0.894520365,0.9209496180000001,33.548305181,9.885940412,1.601177567,4.003340174,14.039584943,33.216369541,65.249860719,3.3990076289999998,4.4397840980000005,3.021309888,8.851990976,3.169889223,2.316644895,0.560163093,12.639508675,20.630398678,2.964719891,34.720781372000005,8.782492624,1.120313117,2.8941070260000004,3.6193910959999998,53.95219939100001,15.066059038999999,1.63673485,0.0,3.1868683100000004,25.226203310000002,2.995825601,0.560163093,3.18081715,1.95585837,26.893836315999998,2.448298158,2.6531284200000003,0.53373384,5.286741939000001,32.690676077999996,23.231614391,52.900333615,19.156726001,2.1286143060000002,2.404556798,38.92514489,2.78265543,3.528212493,13.286502404,69.697017233,0.0,3.0406142039999997,18.903079432,31.575516737,21.002388878999998,36.218977418,8.658134422,6.858937715000001,1.7304525860000002,1.59880181,2.109398841,1.4130073840000001,2.645596371,7.774853255,2.852504988,1.6121925730000002,50.676592692,0.0,0.879273544,16.673350495999998,29.206281155,15.710485252999998,0.890601508,3.604190947,8.692455251,4.430416362,2.290215642,0.516421733,23.264413612000002,29.295003422,3.047658514,15.2734972,3.888981675,61.975164217999996,1.7717466380000002,83.624357424,24.736606944,1.9294291170000002,18.448035826,2.0763352509999997,7.306955327,3.563115038,20.809833102,3.327632669,8.636599954,0.560163093,6.625812312,1.972981585,1.481099642,14.818046656,4.502402083,44.657106728,0.360786525,3.2838913090000004,3.969036666,2.48019912,64.72002355500001,2.240634118,0.560163093,1.076584826,1.437371351,12.796034741,10.200471755,4.436491183999999,2.1286143060000002,13.731703618,2.8674846069999997,55.415931537,1.06747373,9.418537023,3.545549084,10.972285807999999,20.424257609999998,0.360786525,5.807822757,8.005959716,12.646452345,0.039313589,0.103854887,0.07530554,0.13600552500000002,0.095162217,0.0,0.118777306,0.021775469,0.014445687,0.0,0.45265453899999997,0.0,0.693869702,0.0,0.260375674,0.16644698500000002,2.064641768,0.762383213,0.044327032,0.076448332,4,4
14x14,0.360786525,0.516421733,12.557151467999999,72.848039588,2.9532952669999997,23.194906086,22.420962702999997,33.368742004999994,2.156298493,0.9209496180000001,37.964571367999994,7.86828254,2.232050031,2.994478653,14.039584943,35.739915982,63.613027578,4.029880093,5.070656562000001,3.021309888,10.997545625,2.791900166,2.947517359,0.560163093,14.785063324,32.492640376,2.586730834,34.092831227000005,6.7648347520000005,1.751185581,2.8941070260000004,3.6193910959999998,60.516682093,14.688069981999998,1.63673485,0.0,3.8177407740000002,20.43488211,1.98696408,1.191035557,3.18081715,2.586730834,26.137956572,1.439436637,2.6531284200000003,0.53373384,3.144065416,28.783144111,24.493392519,78.52258197500001,19.156726001,2.1286143060000002,1.3956952770000002,44.734361242999995,2.404666373,3.528212493,20.732899202,73.739264323,0.0,3.671486668,20.03983773,33.343168012999996,22.895066262,47.196851537,10.425785698,6.858937715000001,0.721591065,2.229674274,2.740271305,1.4130073840000001,1.63673485,8.658669117,3.483377452,2.243065037,45.885271492,0.0,0.879273544,21.720490171999998,28.828292098,11.425111184,0.890601508,4.2350634110000005,16.263031046,5.69219449,2.290215642,0.516421733,23.895286076,29.547920029,3.047658514,15.904369664,6.412528116000001,59.20543508,1.7717466380000002,90.43911000899999,24.233632092999997,3.191207245,19.962720746000002,1.698346194,9.830501768,4.193987502,22.07161123,4.842317589,9.267472418,0.560163093,7.256684776,1.972981585,1.481099642,12.800388784,7.656818253000001,49.579256846999996,2.253463908,4.167707171,3.969036666,2.48019912,52.365759623,2.240634118,0.560163093,1.076584826,1.437371351,13.554822597,8.941564571,5.067363647999999,2.75948677,13.731703618,2.8674846069999997,61.853464914999996,1.06747373,9.418537023,3.545549084,10.972285807999999,22.947804051,0.360786525,4.798961236,8.005959716,12.646452345,0.039313589,0.081306867,0.072921369,0.158699444,0.095162217,0.0,0.118777306,0.021775469,0.0,0.0,0.442414446,0.0,0.757329312,0.0,0.333166374,0.149637708,2.061103443,0.762383213,0.037725238,0.076515156,4,4
15x15,0.360786525,0.0,7.547057216000001,67.071543788,2.9532952669999997,8.566870769000001,18.806087087999998,28.116238545,1.622564653,0.9209496180000001,45.372618733,9.885940412,0.630872464,2.970515142,12.98942937,30.271629872,67.130381454,3.5134583599999996,9.833950781999999,3.021309888,8.304900696,3.800761687,2.431095626,0.560163093,14.726451115,39.256280360999995,3.079170622,44.444790378,8.266070891,1.751185581,2.3603731860000003,3.0856572559999997,62.908129853000005,5.642620918999999,1.120313117,0.0,2.750267044,20.6688745,2.995825601,1.191035557,2.130661577,2.070309101,41.325301155999995,2.448298158,2.1193945800000002,0.0,12.459135275,27.964179685999998,22.973096409,76.23941074000001,17.091094147,1.6121925730000002,1.8881350650000002,52.80504446,2.879794054,1.961653621,21.717732042,103.487770985,0.0,2.070309101,20.49093673,24.893979596999998,35.031927942,58.696245168,17.723159523,5.3097019670000005,1.7304525860000002,1.7132525410000001,1.191035557,0.879273544,2.1291746380000003,8.617375065000001,8.229359565,2.243065037,24.297254201999998,0.0,0.879273544,20.1539313,34.583135732,16.328023834,0.890601508,4.2350634110000005,12.578849763,5.69219449,1.240060069,0.0,21.794987314,25.949866049,1.481099642,15.904369664,4.845969244,76.306936949,0.721591065,90.278160629,21.992193018000002,2.141051672,23.669261777000003,1.639733985,7.747532179999999,0.991658989,26.54765882,5.85117911,7.71823667,0.560163093,5.655507209,1.972981585,1.481099642,20.097762609,7.123084413000001,54.85632526,2.253463908,4.660146959,2.901562936,2.48019912,100.41753822300001,2.240634118,0.560163093,0.560163093,0.9209496180000001,12.879837439,11.850835368,1.8822604969999999,2.243065037,10.563933051,2.3337507669999997,76.61876651099999,0.0,9.418537023,7.241369574,12.585192339999999,16.664247018,0.360786525,5.807822757,0.0,1.972981585,0.039313589,0.132811259,0.04797547,0.13636693700000002,0.081390929,0.0,0.023449476,0.083554147,0.014445687,0.0,0.53895242,0.298613759,0.757329312,0.0,0.36766244800000003,0.16644698500000002,2.0056223739999997,0.757718844,0.025848572000000004,0.094773553,4,4
