coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Excitatory,Inhibitory
16x16,0.360786525,0.0,15.019331357,67.071543788,2.9532952669999997,26.713838259000003,18.806087087999998,29.183712274999998,2.156298493,0.9209496180000001,42.999862509,7.898976332,2.232050031,2.970515142,13.52316321,30.805363712,69.265326989,3.5134583599999996,9.833950781999999,3.021309888,10.973582114,3.800761687,2.431095626,0.560163093,15.793924845,39.790014201,3.079170622,39.165594909999996,6.279106811,1.751185581,2.8941070260000004,3.6193910959999998,65.486752417,13.114895059999998,1.120313117,0.0,3.8177407740000002,20.964811898999997,1.008861521,1.191035557,2.664395417,2.070309101,43.99398257399999,2.448298158,2.6531284200000003,0.53373384,12.459135275,39.173739306,19.680804013,88.51641211,17.091094147,1.6121925730000002,1.8881350650000002,50.81808038,3.413527894,2.495387461,21.717732042,107.223861566,0.0,3.671486668,21.02467057,27.176886706999998,33.726675569,55.25604521699999,17.723159523,5.3097019670000005,1.7304525860000002,1.7132525410000001,1.191035557,1.4130073840000001,2.1291746380000003,9.151108905000001,8.763093405,2.243065037,55.783535461999996,0.0,0.879273544,18.70070106,23.195754332,18.462969369,0.890601508,4.2350634110000005,12.726831218,5.69219449,1.7737939090000001,0.0,22.862461044,31.820866863000003,2.0148334820000002,15.904369664,5.379703084,76.454918404,1.2553249050000002,87.667521485,25.194521531,2.674785512,19.695327986000002,2.707207715,8.28126602,4.193987502,26.54765882,5.85117911,7.71823667,0.560163093,7.256684776,1.972981585,1.481099642,8.176647369000001,7.656818253000001,56.991270795,2.253463908,4.660146959,3.969036666,2.48019912,92.469661337,2.240634118,0.560163093,0.560163093,0.9209496180000001,13.561554777,13.985780903,4.550941915,2.243065037,12.698878586,2.8674846069999997,77.30048384899999,1.06747373,9.418537023,8.308843304,14.186369907,15.358994645000001,0.360786525,5.807822757,8.005959716,12.646452345,0.002912167,0.15318036299999999,0.041185390999999995,0.149952534,0.081390929,0.0,0.023449476,0.083554147,0.014445687,0.0,0.531574332,0.298613759,0.757329312,0.0,0.36766244800000003,0.16644698500000002,1.974992852,0.747795263,0.030283946000000003,0.094773553,4,4
17x17,0.360786525,0.0,13.238081538000001,58.165505551,2.9532952669999997,24.932588440000004,18.806087087999998,25.621242504,2.156298493,0.9209496180000001,38.067758063,9.885940412,2.232050031,2.970515142,13.52316321,29.914762204,65.70285721799999,3.5134583599999996,9.833950781999999,1.240060069,9.192332295,3.800761687,2.431095626,0.560163093,15.793924845,38.899412693,3.079170622,39.988534836999996,6.484821072,1.751185581,2.8941070260000004,3.6193910959999998,66.10406474300001,13.114895059999998,1.120313117,0.0,3.8177407740000002,24.938745689999998,2.995825601,1.191035557,1.7737939090000001,2.070309101,40.431512803,2.448298158,2.6531284200000003,0.53373384,11.568533767,37.392489487,20.298116338999996,88.51641211,17.091094147,0.721591065,1.8881350650000002,51.914442952,3.413527894,2.495387461,21.717732042,84.069253226,0.0,3.671486668,11.227747673,28.273249278999998,34.138139589,56.558170700999995,15.051351216,2.63789366,1.7304525860000002,1.7132525410000001,1.191035557,1.4130073840000001,2.1291746380000003,6.479300598,8.763093405,1.352463529,54.00228564299999,0.0,0.879273544,20.68766514,35.116869572,15.791161061999999,0.0,4.2350634110000005,12.932545479,3.0203861830000003,1.7737939090000001,0.0,22.862461044,30.039617044000003,2.0148334820000002,9.670011605,5.379703084,65.083682434,1.2553249050000002,85.818475474,24.303920023,2.674785512,20.106792006000003,2.707207715,6.500016200999999,4.193987502,26.54765882,5.85117911,6.827635162,0.560163093,5.475434957,1.082380077,1.481099642,20.097762609,7.656818253000001,49.866333835999995,2.253463908,4.660146959,2.187786847,2.48019912,92.402034439,2.240634118,0.560163093,0.560163093,0.9209496180000001,15.548518857,12.204531084000001,3.6603404069999996,1.352463529,11.808277078,1.976883099,68.600529849,1.06747373,9.418537023,8.308843304,12.405120088,15.770458665,0.360786525,5.807822757,8.005959716,11.755850837,0.039313589,0.14036775299999998,0.06383439,0.127504905,0.081390929,0.0,0.023449476,0.083554147,0.014445687,0.0,0.440040207,0.298613759,0.757329312,0.0,0.319252821,0.16644698500000002,1.9953270719999998,0.762383213,0.046928878,0.086493443,4,4
18x18,0.360786525,0.0,15.019331357,51.931674988000005,2.322422803,26.082965795000003,18.806087087999998,26.029296105,0.894520365,0.9209496180000001,42.557530113,9.885940412,1.601177567,2.970515142,13.52316321,28.281817270999998,64.849060802,2.8825858959999997,9.203078318,3.021309888,7.819165944,3.169889223,1.800223162,0.560163093,12.639508675,25.910114631,2.448298158,42.697205609,8.266070891,1.120313117,2.8941070260000004,3.6193910959999998,58.830144201,12.484022595999999,1.120313117,0.0,3.1868683100000004,23.676967562,2.995825601,0.560163093,2.664395417,1.439436637,42.732204446,2.448298158,2.6531284200000003,0.53373384,10.566457892,36.019323136,24.379999699,48.76900297,17.091094147,1.6121925730000002,1.8881350650000002,38.92514489,2.78265543,2.495387461,12.253677371999999,92.083992766,0.0,3.0406142039999997,17.8702544,25.378541638999998,35.807931976999996,47.243243367999995,13.937850375,5.3097019670000005,1.7304525860000002,1.082380077,0.560163093,1.4130073840000001,2.1291746380000003,7.258431522,8.132220941,1.6121925730000002,54.52175733399999,0.0,0.879273544,15.640525464,34.485997108,14.677660220999998,0.890601508,3.604190947,7.143219503,4.430416362,1.7737939090000001,0.0,22.23158858,30.559088735000003,2.0148334820000002,15.2734972,2.856156643,72.133016478,1.2553249050000002,86.78298791399999,22.67097509,1.4130073840000001,21.145715336000002,2.0763352509999997,5.757719579,3.563115038,25.285880692,3.327632669,7.087364206,0.560163093,6.625812312,1.972981585,1.481099642,20.097762609,4.502402083,50.051462803999996,0.360786525,2.767469576,3.969036666,2.48019912,96.632229075,2.240634118,0.560163093,0.560163093,0.9209496180000001,11.763209709,10.200471755,3.920069451,1.6121925730000002,12.698878586,2.8674846069999997,69.823393259,1.06747373,9.418537023,8.308843304,14.186369907,16.809381995,0.360786525,5.807822757,8.005959716,12.646452345,0.039313589,0.15245282699999999,0.07530554,0.12780481300000002,0.081390929,0.0,0.023449476,0.083554147,0.014445687,0.0,0.451650888,0.298613759,0.693869702,0.0,0.294871748,0.16644698500000002,1.953614837,0.762383213,0.046928878,0.076448332,4,4
19x19,0.360786525,0.0,9.975115025,63.036189882,2.9532952669999997,22.678484353,18.806087087999998,22.121764138,2.156298493,0.9209496180000001,46.973796300000004,7.86828254,2.232050031,1.961653621,13.52316321,30.805363712,63.212227661,3.5134583599999996,9.833950781999999,3.021309888,9.964720593000001,2.791900166,2.431095626,0.560163093,14.785063324,37.772356329,2.070309101,42.069255464,6.248413019,1.751185581,2.8941070260000004,3.6193910959999998,65.394626903,12.106033538999998,1.120313117,0.0,3.8177407740000002,18.885646362,1.98696408,1.191035557,2.664395417,2.070309101,41.97632470199999,1.439436637,2.6531284200000003,0.53373384,8.423781369,32.111791169,25.641777827,74.39125133,17.091094147,1.6121925730000002,0.879273544,44.734361242999995,2.404666373,2.495387461,19.70007417,96.126239856,0.0,3.671486668,19.007012698,27.146192914999997,37.70060936,58.221117487,15.705501651,5.3097019670000005,0.721591065,1.7132525410000001,1.191035557,1.4130073840000001,1.120313117,8.142247384000001,8.763093405,2.243065037,49.730436133999994,0.0,0.879273544,20.68766514,34.108008051,10.392286152,0.890601508,4.2350634110000005,14.713795297999999,5.69219449,1.7737939090000001,0.0,22.862461044,30.812005342000003,2.0148334820000002,15.904369664,5.379703084,69.36328734,1.2553249050000002,93.597740499,22.168000239,2.674785512,22.660400256000003,1.698346194,8.28126602,4.193987502,26.54765882,4.842317589,7.71823667,0.560163093,7.256684776,1.972981585,1.481099642,18.080104737,7.656818253000001,54.973612923000005,2.253463908,3.6512854380000004,3.969036666,2.48019912,84.277965143,2.240634118,0.560163093,0.560163093,0.9209496180000001,12.521997565,8.941564571,4.550941914999999,2.243065037,12.698878586,2.8674846069999997,76.260926637,1.06747373,9.418537023,8.308843304,14.186369907,19.332928436,0.360786525,4.798961236,8.005959716,12.646452345,0.039313589,0.129904807,0.072921369,0.150498732,0.081390929,0.0,0.023449476,0.083554147,0.0,0.0,0.441410795,0.298613759,0.757329312,0.0,0.36766244800000003,0.149637708,1.9500765119999999,0.762383213,0.040327084,0.076515156,4,4
20x20,0.360786525,0.516421733,10.129093659,70.16156769300001,2.9532952669999997,9.083292502,11.777021602999998,43.522619248,1.622564653,0.360786525,39.639954143000004,9.325777319,0.630872464,4.003340174,13.505851103,45.204479729,61.046509234,3.4697169999999997,10.350372515,3.021309888,8.217412611,3.2405985939999997,2.387354266,0.0,5.7641423000000005,37.015646243,3.035429262,46.466663728,8.782492624,0.630872464,1.240060069,2.525494163,59.066604474,6.5441932309999995,0.516421733,0.0,2.750267044,22.218110248000002,2.995825601,0.630872464,2.64708331,2.026567741,23.401864965999998,1.8881350650000002,2.1193945800000002,0.0,12.459135275,34.633830214999996,24.863792936000003,80.370741385,19.156726001,2.1286143060000002,2.404556798,52.80504446,2.879794054,2.994478653,22.750557074,98.778390102,0.0,1.510146008,17.60268658,20.447013595,32.703814093000005,79.353330118,17.723159523,6.858937715000001,1.7304525860000002,2.229674274,2.180108212,0.879273544,1.525283254,9.133796798,7.669196472,2.243065037,27.089475057999998,0.0,0.879273544,20.626593238999998,27.861309931,16.800685772999998,0.890601508,3.674900318,14.128085510999998,5.69219449,1.7564818020000001,0.516421733,3.7830920760000004,34.684078323,1.393611557,11.983294482000002,5.878794276000001,70.223064729,1.2380127980000002,102.872399179,22.937511755000003,2.657473405,25.130985103,1.639733985,8.176454811,0.991658989,37.90997936,5.2910160170000005,8.707309325,0.0,5.095344116,1.972981585,0.360786525,20.097762609,7.123084413000001,43.777939184,2.253463908,5.176568692,1.781249819,2.48019912,101.78444913799999,0.0,0.0,0.516421733,0.877208258,13.912662470999999,11.850835368,2.39868223,2.75948677,11.596758083,2.3337507669999997,69.887646139,0.0,8.298223906,7.757791307,14.650824193999998,16.358047451,0.360786525,5.247659664,0.0,1.972981585,0.036401422,0.096323923,0.04797547,0.112338783,0.097743055,0.0,0.140515904,0.070753897,0.014445687,0.0,0.523942369,0.298613759,0.757329312,0.0,0.328535132,0.16644698500000002,2.058411397,0.757718844,0.025848572000000004,0.094773553,4,4
21x21,0.360786525,0.516421733,17.6013678,70.16156769300001,2.9532952669999997,27.230259992,11.777021602999998,44.590092978,2.156298493,0.360786525,37.267197919000004,7.338813239,2.232050031,4.003340174,14.039584943,45.738213569,63.181454769,3.4697169999999997,10.350372515,3.021309888,10.886094028999999,3.2405985939999997,2.387354266,0.0,6.83161603,37.549380083,3.035429262,41.187468259999996,6.795528544,0.630872464,1.7737939090000001,3.059228003,61.645227038,14.016467372,0.516421733,0.0,3.8177407740000002,22.514047646999998,1.008861521,0.630872464,3.18081715,2.026567741,26.070546383999996,1.8881350650000002,2.6531284200000003,0.53373384,12.459135275,45.843389834999996,21.571500540000002,92.64774275500001,19.156726001,2.1286143060000002,2.404556798,50.81808038,3.413527894,3.528212493,22.750557074,102.51448068299999,0.0,3.111323575,18.13642042,22.729920705,31.398561720000004,75.913130167,17.723159523,6.858937715000001,1.7304525860000002,2.229674274,2.180108212,1.4130073840000001,1.525283254,9.667530638,8.202930312,2.243065037,58.575756317999996,0.0,0.879273544,19.173362999,16.473928531000002,18.935631307999998,0.890601508,3.674900318,14.276066965999998,5.69219449,2.290215642,0.516421733,4.8505658060000005,40.55507913700001,1.927345397,11.983294482000002,6.412528116000001,70.371046184,1.7717466380000002,100.261760035,26.139840268,3.191207245,21.157051312,2.707207715,8.710188651,4.193987502,37.90997936,5.2910160170000005,8.707309325,0.0,6.696521683,1.972981585,0.360786525,8.176647369000001,7.656818253000001,45.912884719,2.253463908,5.176568692,2.848723549,2.48019912,93.836572252,0.0,0.0,0.516421733,0.877208258,14.594379809,13.985780903,5.067363648000001,2.75948677,13.731703618,2.8674846069999997,70.569363477,1.06747373,8.298223906,8.825265037,16.252001761,15.052795078,0.360786525,5.247659664,8.005959716,12.646452345,0.0,0.116693027,0.041185390999999995,0.12592438,0.097743055,0.0,0.140515904,0.070753897,0.014445687,0.0,0.516564281,0.298613759,0.757329312,0.0,0.328535132,0.16644698500000002,2.027781875,0.747795263,0.030283946000000003,0.094773553,4,4
22x22,0.360786525,0.516421733,15.820117981000001,61.255529456000005,2.9532952669999997,25.449010173,11.777021602999998,41.027623207,2.156298493,0.360786525,32.335093473,9.325777319,2.232050031,4.003340174,14.039584943,44.847612061,59.618984998,3.4697169999999997,10.350372515,1.240060069,9.10484421,3.2405985939999997,2.387354266,0.0,6.83161603,36.658778575,3.035429262,42.010408186999996,7.001242805,0.630872464,1.7737939090000001,3.059228003,62.262539364000006,14.016467372,0.516421733,0.0,3.8177407740000002,26.487981438,2.995825601,0.630872464,2.290215642,2.026567741,22.508076612999997,1.8881350650000002,2.6531284200000003,0.53373384,11.568533767,44.062140016,22.188812866,92.64774275500001,19.156726001,1.2380127980000002,2.404556798,51.914442952,3.413527894,3.528212493,22.750557074,79.359872343,0.0,3.111323575,8.339497523,23.826283277,31.81002574,77.215255651,15.051351216,4.1871294080000006,1.7304525860000002,2.229674274,2.180108212,1.4130073840000001,1.525283254,6.9957223310000005,8.202930312,1.352463529,56.79450649899999,0.0,0.879273544,21.160327078999998,28.395043771,16.263823001,0.0,3.674900318,14.481781226999999,3.0203861830000003,2.290215642,0.516421733,4.8505658060000005,38.773829318000004,1.927345397,5.748936423000001,6.412528116000001,58.999810214,1.7717466380000002,98.412714024,25.24923876,3.191207245,21.568515332,2.707207715,6.928938832,4.193987502,37.90997936,5.2910160170000005,7.816707817,0.0,4.915271864,1.082380077,0.360786525,20.097762609,7.656818253000001,38.787947759999994,2.253463908,5.176568692,1.06747373,2.48019912,93.768945354,0.0,0.0,0.516421733,0.877208258,16.581343889,12.204531084000001,4.176762139999999,1.868885262,12.84110211,1.976883099,61.869409477,1.06747373,8.298223906,8.825265037,14.470751942,15.464259098,0.360786525,5.247659664,8.005959716,11.755850837,0.036401422,0.103880417,0.06383439,0.103476751,0.097743055,0.0,0.140515904,0.070753897,0.014445687,0.0,0.42503015600000005,0.298613759,0.757329312,0.0,0.280125505,0.16644698500000002,2.048116095,0.762383213,0.046928878,0.086493443,4,4
23x23,0.360786525,0.516421733,17.6013678,55.02169889300001,2.322422803,26.599387528,11.777021602999998,41.435676808,0.894520365,0.360786525,36.824865523,9.325777319,1.601177567,4.003340174,14.039584943,43.214667128,58.765188582,2.838844536,9.719500051,3.021309888,7.7316778589999995,2.6097261300000003,1.7564818020000001,0.0,3.67719986,23.669480513,2.404556798,44.719078959,8.782492624,0.0,1.7737939090000001,3.059228003,54.98861882200001,13.385594908,0.516421733,0.0,3.1868683100000004,25.226203310000002,2.995825601,0.0,3.18081715,1.3956952770000002,24.808768255999997,1.8881350650000002,2.6531284200000003,0.53373384,10.566457892,42.68897366499999,26.270696226,52.900333615,19.156726001,2.1286143060000002,2.404556798,38.92514489,2.78265543,3.528212493,13.286502404,87.374611883,0.0,2.480451111,14.98200425,20.931575637,33.479818128000005,67.900328318,13.937850375,6.858937715000001,1.7304525860000002,1.59880181,1.549235748,1.4130073840000001,1.525283254,7.774853255,7.572057848,1.6121925730000002,57.31397818999999,0.0,0.879273544,16.113187402999998,27.764171307,15.150322159999998,0.890601508,3.0440278540000003,8.692455251,4.430416362,2.290215642,0.516421733,4.219693342,39.293301009000004,1.927345397,11.352422018,3.888981675,66.049144258,1.7717466380000002,99.37722646399999,23.616293827,1.9294291170000002,22.607438662,2.0763352509999997,6.1866422100000005,3.563115038,36.648201232,2.767469576,8.076436861,0.0,6.065649219,1.972981585,0.360786525,20.097762609,4.502402083,38.973076727999995,0.360786525,3.2838913090000004,2.848723549,2.48019912,97.99913999,0.0,0.0,0.516421733,0.877208258,12.796034741,10.200471755,4.436491183999999,2.1286143060000002,13.731703618,2.8674846069999997,63.092272887,1.06747373,8.298223906,8.825265037,16.252001761,16.503182428,0.360786525,5.247659664,8.005959716,12.646452345,0.036401422,0.115965491,0.07530554,0.103776659,0.097743055,0.0,0.140515904,0.070753897,0.014445687,0.0,0.436640837,0.298613759,0.693869702,0.0,0.255744432,0.16644698500000002,2.00640386,0.762383213,0.046928878,0.076448332,4,4
24x24,0.360786525,0.516421733,12.557151467999999,66.12621378700001,2.9532952669999997,23.194906086,11.777021602999998,37.528144841,2.156298493,0.360786525,41.241131710000005,7.308119447,2.232050031,2.994478653,14.039584943,45.738213569,57.128355441000004,3.4697169999999997,10.350372515,3.021309888,9.877232508,2.231737073,2.387354266,0.0,5.822754509,35.531722211,2.026567741,44.091128814,6.7648347520000005,0.630872464,1.7737939090000001,3.059228003,61.553101524,13.007605851,0.516421733,0.0,3.8177407740000002,20.43488211,1.98696408,0.630872464,3.18081715,2.026567741,24.052888511999996,0.879273544,2.6531284200000003,0.53373384,8.423781369,38.781441697999995,27.532474354,78.52258197500001,19.156726001,2.1286143060000002,1.3956952770000002,44.734361242999995,2.404666373,3.528212493,20.732899202,91.41685897299999,0.0,3.111323575,16.118762548,22.699226913,35.372495511000004,78.878202437,15.705501651,6.858937715000001,0.721591065,2.229674274,2.180108212,1.4130073840000001,0.516421733,8.658669117,8.202930312,2.243065037,52.522656989999994,0.0,0.879273544,21.160327078999998,27.38618225,10.864948091,0.890601508,3.674900318,16.263031046,5.69219449,2.290215642,0.516421733,4.8505658060000005,39.54621761600001,1.927345397,11.983294482000002,6.412528116000001,63.279415119999996,1.7717466380000002,106.191979049,23.113318976000002,3.191207245,24.122123582,1.698346194,8.710188651,4.193987502,37.90997936,4.282154496,8.707309325,0.0,6.696521683,1.972981585,0.360786525,18.080104737,7.656818253000001,43.895226847,2.253463908,4.167707171,2.848723549,2.48019912,85.644876058,0.0,0.0,0.516421733,0.877208258,13.554822597,8.941564571,5.067363647999999,2.75948677,13.731703618,2.8674846069999997,69.52980626499999,1.06747373,8.298223906,8.825265037,16.252001761,19.026728869,0.360786525,4.238798143,8.005959716,12.646452345,0.036401422,0.093417471,0.072921369,0.126470578,0.097743055,0.0,0.140515904,0.070753897,0.0,0.0,0.426400744,0.298613759,0.757329312,0.0,0.328535132,0.149637708,2.0028655349999998,0.762383213,0.040327084,0.076515156,4,4
25x25,0.360786525,0.516421733,17.6013678,76.88339349399999,2.953295267,27.230259992,22.420962702999997,45.710406094999996,2.156298493,0.9209496180000001,48.523032048000005,9.885940412,2.232050031,4.003340174,14.039584943,46.298376661999995,74.94584285900001,4.029880093,10.350372515,3.021309888,12.006407146,3.800761687,2.947517359,0.560163093,15.793924845,39.79001420099999,3.595592355,49.695508239,8.782492624,1.751185581,2.894107026,3.6193910959999998,77.128242101,15.696931503,1.63673485,0.0,3.817740774,26.487981438000002,2.995825601,1.191035557,3.18081715,2.586730834,43.99398257399999,2.448298158,2.6531284200000003,0.53373384,12.459135275000001,46.403552927999996,29.773108471999997,92.64774275500002,19.156726001,2.1286143060000002,2.404556798,52.80504446,3.413527894,3.528212493,22.750557074,116.51823693300001,0.0,3.671486668,22.057495602,35.360825885,38.733434392,79.88706395799998,17.723159523,6.858937715000001,1.7304525860000002,2.229674274,2.740271305,1.4130073840000001,2.645596371,9.667530638,8.763093405,2.243065037,62.4968315,0.0,0.879273544,21.720490171999998,35.116869572,19.495794401,0.890601508,4.2350634110000005,16.263031046,5.69219449,2.290215642,0.516421733,23.895286076,41.11524223,3.047658514,15.904369664,6.412528116,84.122398354,1.7717466380000002,118.853578021,27.260153385,3.191207245,26.251298220000002,2.707207715,9.830501768000001,4.193987502,37.909979359999994,5.85117911,9.267472418,0.560163093,7.256684775999999,1.972981585,1.481099642,20.097762609,7.656818253000001,62.155375399,2.253463908,5.176568692,3.969036666,2.48019912,110.74675795300001,2.240634118,0.560163093,1.076584826,1.437371351,16.581343889,13.985780903,5.067363648,2.75948677,13.731703618,2.8674846069999997,86.000743967,1.06747373,9.418537023,8.825265037,16.252001761,22.947804051,0.360786525,5.807822757,8.005959716,12.646452345,0.039313589,0.153180363,0.07530554,0.16143311899999999,0.097743055,0.0,0.140515904,0.083554147,0.014445687,0.0,0.602576106,0.298613759,0.757329312,0.0,0.378962431,0.16644698500000002,2.5918846410000005,0.762383213,0.046928878,0.094773553,5,5
